# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
116986	Q99490-2,ENST00000547588,ENST00000257897,Q99490,ENST00000328568	216439	ENSMUST00000039259,ENSMUST00000217941,Q3UHD9,Q3UHD9-2
116987	Q9UPQ3,ENST00000409457,ENST00000304032,Q9UPQ3-3,ENST00000336665,Q9UPQ3-2	347722	ENSMUST00000190096,ENSMUST00000027521,Q8BXK8
116988	Q96P47-3,ENST00000335367,ENST00000479901,Q96P47-2,ENST00000397238,ENST00000463381,Q96P47-6,ENST00000473312,Q96P47-5,Q96P47-4,Q96P47	213990	ENSMUST00000197513,ENSMUST00000024123,ENSMUST00000212381
117143	Q96BN2,ENST00000367874	27878	ENSMUST00000027846,Q99LM9
117144	ENST00000312106,Q8NEC5	225865	ENSMUST00000235380,ENSMUST00000043380,Q91ZR5
117145	ENST00000368814,Q5T1C6	75778	ENSMUST00000049822,Q3UUI3
117154	Q96NX9,Q96NX9-4,Q96NX9-3,ENST00000508860,ENST00000373125,Q96NX9-2,ENST00000373131	93837	Q925Q8-3,Q925Q8-2,ENSMUST00000113382,ENSMUST00000113379,ENSMUST00000067219,ENSMUST00000113378,Q925Q8,ENSMUST00000113380
117155	Q96P56-2,ENST00000396879,Q96P56-3,Q96P56,ENST00000433380,ENST00000321596,ENST00000381761,Q96P56-4	212670	ENSMUST00000038073
117156	Q96PL1,ENST00000296694	117158	Q920H1-1,Q920H1-3,Q920H1,ENSMUST00000189750,ENSMUST00000187157
117166	ENST00000319070,Q96NZ8	215001	ENSMUST00000176696,Q8R0S6
117177	Q96QF0-7,Q96QF0-5,ENST00000553099,ENST00000483530,ENST00000551641,ENST00000247833,Q96QF0-8,ENST00000362025,ENST00000550536,Q96QF0-6,Q96QF0-3,Q96QF0-4,Q96QF0-2,Q96QF0	216363	ENSMUST00000219109,Q68EF0,ENSMUST00000020375
117178	Q9Y2D8,Q9Y2D8-2,ENST00000605755,ENST00000437941,ENST00000481102,ENST00000342203,Q9Y2D8-3	99167	ENSMUST00000106151,ENSMUST00000039021,Q8VC66,ENSMUST00000106153,ENSMUST00000106149
117245	Q96KN8-2,Q96KN8,ENST00000539221,ENST00000301790,Q96KN8-3,ENST00000540857,ENST00000536887	66727	Q9CPX5-3,ENSMUST00000148558,Q9CPX5-2,Q9CPX5,Q9CPX5-4,ENSMUST00000025929
117246	Q8IY81,ENST00000427159	56095	Q9DBE9,ENSMUST00000021048
117247	ENST00000368851,Q8TF71	72472	Q3U9N9,ENSMUST00000092566,ENSMUST00000213488,Q3U9N9-2
117248	ENST00000617544,Q8N3T1,ENST00000437509,ENST00000339732	78754	ENSMUST00000022460,Q9D2N8
117283	ENST00000293756,ENST00000451316,Q96PC2	271424	Q8BWD2,ENSMUST00000025046
117285	Q96PH6,ENST00000253381	403172	ENSMUST00000070722
117286	ENST00000269878,Q96Q77,Q96Q77-2,ENST00000379859	234421	ENSMUST00000098630,Q0P523
117289	Q8N103-4,ENST00000338313,ENST00000367066,Q8N103-3,ENST00000326965,Q8N103,Q8N103-2	72536	ENSMUST00000036370,B2RWW0
117531	ENST00000645773,ENST00000297784,Q8TDI8	13409	Q8R4P5,Q8R4P5-2,ENSMUST00000039500
117532	Q8TDI7-3,ENST00000644205,ENST00000358864,Q8TDI7,Q8TDI7-4	192140	ENSMUST00000077988,Q8R4P4
117579	Q8WXF3,ENST00000585987,ENST00000431365	212108	Q8CHK2,ENSMUST00000061923
117581	ENST00000612363,Q8WVJ9,ENST00000448943	13345	Q9D030,ENSMUST00000007949
117583	ENST00000358768,ENST00000349953,Q8TEW8-4,Q8TEW8-5,Q8TEW8-3,Q8TEW8-6,Q8TEW8,ENST00000351153,ENST00000406610,Q8TEW8-2,ENST00000462231	72823	Q9CSB4,ENSMUST00000075374,Q9CSB4-2
117584	ENST00000394597,Q8WZ73-2,Q8WZ73-3,Q8WZ73	67338	Q6ZQM0-2,Q6ZQM0-3,ENSMUST00000074515,ENSMUST00000108173,Q6ZQM0,ENSMUST00000093975,ENSMUST00000021036,Q6ZQM0-4,ENSMUST00000071152
117854	Q9C030-3,ENST00000506134,ENST00000380097,ENST00000515022,ENST00000278302,Q9C030-2,Q9C030	94088	ENSMUST00000098180,ENSMUST00000214578,Q8BGE7
118424	ENST00000400930,Q8N2K1,ENST00000349431,Q8N2K1-3,Q8N2K1-2,ENST00000347370,ENST00000360466,ENST00000400929	140499	ENSMUST00000105583,ENSMUST00000024056,ENSMUST00000103175,Q6P073,ENSMUST00000105582,ENSMUST00000166489
118426	Q969J3,ENST00000298571,Q969J3-2,ENST00000314565,ENST00000542728	67774	ENSMUST00000062755,Q9D920,ENSMUST00000166591
118427	ENST00000338858,Q96PB7-4,Q96PB7-5,Q96PB7-2,ENST00000370103,Q96PB7,Q96PB7-6,Q96PB7-3	229759	ENSMUST00000081752,P63056-2,P63056,ENSMUST00000051309
118429	ENST00000404191,P58335-4,ENST00000403729,P58335-2,P58335-3,P58335,ENST00000307333	71914	Q6DFX2,ENSMUST00000031281
118442	Q9BZJ7	436090	Q80UC6
118460	Q5RKV6	72544	Q8BTW3
118461	Q711Q0-3,ENST00000374144,Q711Q0	100504518	ENSMUST00000096038,D3Z1D3
118471	ENST00000433452,ENST00000463201,Q96NZ9-4,Q96NZ9,Q96NZ9-3,Q96NZ9-2	22264	ENSMUST00000026540,Q80XD8
118472	Q8NB15,Q8NB15-1,ENST00000361518	69752	ENSMUST00000168194,Q6P0X2-2,Q6P0X2
118487	ENST00000372833,Q96BP2	66121	Q9CQA6,ENSMUST00000071215
118490	ENST00000299432,Q4VC12,Q4VC12-3,Q4VC12-2	74843	ENSMUST00000022353,Q9D5Z5
118491	Q5T0N1-6,ENST00000355577,Q5T0N1-2,Q5T0N1,Q5T0N1-3,Q5T0N1-7	76670	D3YVL2-3,ENSMUST00000056073,ENSMUST00000022348,D3YVL2,ENSMUST00000022349,D3YVL2-2
118611	ENST00000356858,ENST00000284694,Q96M02,Q96M02-2	71007	D2J0Y4,ENSMUST00000172947,ENSMUST00000094002
118663	ENST00000260723,Q32M84,Q32M84-2	330660	E9Q173,ENSMUST00000048453
118672	Q8IV42,ENST00000368887,Q8IV42-2,ENST00000406217	214580	Q8BP74,Q8BP74-2,ENSMUST00000075610
118738	ENST00000585316,Q96MN9,Q96MN9-2	382867	ENSMUST00000166737,Q5HZG9
118788	ENST00000371110,Q6ZUJ8-2,ENST00000339364,Q6ZUJ8-3,Q6ZUJ8	83490	Q9EQ32,Q9EQ32-3,Q9EQ32-2,ENSMUST00000059672
118812	Q8NDC4-2,Q8NDC4,ENST00000307450	226123	Q6PGF2,ENSMUST00000051772
118813	Q5T4F4-3,Q5T4F4-5,ENST00000370613,Q5T4F4-8,ENST00000337540,Q5T4F4-6,ENST00000359980,Q5T4F4,Q5T4F4-7,Q5T4F4-4,ENST00000370610,ENST00000393677,ENST00000357540,Q5T4F4-2	319740	ENSMUST00000099443,ENSMUST00000169536,Q3TXX3-2,Q3TXX3
118856	ENST00000368808,Q8N119	214766	ENSMUST00000122136,ENSMUST00000033278,Q8K3F2
118881	Q86VU5,ENST00000372538	69156	Q8BIG7,ENSMUST00000124549
118924	Q70Z53-3,ENST00000359204,Q70Z53-4,Q70Z53-5,Q70Z53,Q70Z53-2	70567	ENSMUST00000067167,Q8BP78
118932	ENST00000371930,Q5VYY1	52024	ENSMUST00000025686,Q9D3J5
118980	ENST00000459894,ENST00000369893,Q96NB2	94279	Q925N2,ENSMUST00000026011
118987	ENST00000334464,Q8NEN9	107368	B9EJ80,ENSMUST00000099274
119032	ENST00000369883,ENST00000339834,Q96B45	66439	ENSMUST00000074912,Q9CRC6
119392	Q86XK3-3,ENST00000369729,ENST00000369727,Q86XK3,Q86XK3-2	67788	Q8BP27-2,Q8BP27-3,Q8BP27,ENSMUST00000099353
119467	Q8NCR9,ENST00000368671,Q8NCR9-2	212070	ENSMUST00000053716,Q8BHH8
119504	ENST00000615507,ENST00000621663,ENST00000299381,Q96DE5	52717	ENSMUST00000182898,Q9CPV2,ENSMUST00000020307
119559	ENST00000369131,ENST00000355697,Q6P4A7,Q6P4A7-2,Q6P4A7-3	94281	ENSMUST00000135808,Q925N1
119587	ENST00000241305,Q8N436	55987	ENSMUST00000033149,Q9D2L5
119687	Q8NH64,ENST00000641490	258248	ENSMUST00000098213
119710	ENST00000534635,ENST00000446510,ENST00000347206,Q86VG3,Q86VG3-2,ENST00000334307,ENST00000528092,ENST00000532470,ENST00000531554	68170	ENSMUST00000099682,Q9CQI4,ENSMUST00000090513,ENSMUST00000111231
120071	ENST00000531526,ENST00000401752,ENST00000529052,Q8N3Y3	228366	ENSMUST00000068586,Q5XPT3-3,ENSMUST00000176774,ENSMUST00000090582,Q5XPT3-2,Q5XPT3
120103	ENST00000529184,Q6YBV0,ENST00000326402,Q6YBV0-2	234967	ENSMUST00000061568,ENSMUST00000115588,Q8CH36
120224	ENST00000281441,ENST00000524567,Q96B21	235135	Q8VCZ2,ENSMUST00000048050
120227	Q6VVX0,ENST00000334636	244209	Q6VVW9,ENSMUST00000032908,ENSMUST00000147428,ENSMUST00000138712
120237	ENST00000524983,A6NMT0	13172	ENSMUST00000032717,P52950
120376	ENST00000614153,ENST00000526216,A8K830-2,ENST00000398035,A8K830,A8K830-4,A8K830-3,ENST00000610738,A8K830-5	100502940	ENSMUST00000114427
120379	Q8WWB5,ENST00000530641,ENST00000532211,Q8WWB5-3,Q8WWB5-2,ENST00000280350	72614	ENSMUST00000000171,Q8CHR9-2,Q8CHR9
120425	ENST00000526620,Q86YT9-2,ENST00000292067,ENST00000526595,Q86YT9-3,ENST00000356289,Q86YT9-4,Q86YT9	270152	Q80UL9,ENSMUST00000050020
120526	Q6P3W2-2,ENST00000465995,Q6P3W2	99349	ENSMUST00000102555,Q91ZF0
120534	ENST00000282032,Q8N8R7	212772	ENSMUST00000093883,Q8BIX3-2,ENSMUST00000028536,Q8BIX3
120892	Q5S007,ENST00000298910	66725	ENSMUST00000060642,Q5S006
120935	ENST00000344280,Q502W7	237465	ENSMUST00000092215,Q8CDN8-2,Q8CDN8,ENSMUST00000132214
120939	Q4KMG9-2,Q4KMG9,ENST00000381923,ENST00000298530	330428	ENSMUST00000032263,Q0VBF2
121006	ENST00000327337,A6NE01	72277	ENSMUST00000062631,ENSMUST00000100209,Q9D9R9,Q9D9R9-2
121053	Q8N5I9,ENST00000552951	28109	Q9CX66,ENSMUST00000020488
121214	Q8NEX9,ENST00000293502	70061	ENSMUST00000047134,Q8K3P0
121227	Q6UXM1,ENST00000433272,ENST00000379141,Q6UXM1-2,ENST00000320743	320398	ENSMUST00000074807,Q6P1C6
121256	Q14C87,ENST00000422113,Q14C87-2	243274	Q76HP3,ENSMUST00000044441
121260	Q8N697,ENST00000266771,Q8N697-2,ENST00000376744	100561	ENSMUST00000031367,Q91W98
121268	Q8TAI7-2,Q8TAI7,ENST00000420065,ENST00000301068	69159	ENSMUST00000024518,Q9D8T3
121274	Q96N77-3,ENST00000448928,Q96N77-2,ENST00000547026,Q96N77,Q96N77-4,ENST00000544117,ENST00000301042	239652	Q8BZ34-2,ENSMUST00000023722,ENSMUST00000169721,Q8BZ34
121278	Q8IWU9,ENST00000333850,ENST00000546576,Q8IWU9-2	216343	Q8CGV2,ENSMUST00000006949
121340	ENST00000536324,ENST00000537210,Q8TDD2,Q8TDD2-2,ENST00000303846	170574	ENSMUST00000078508,Q8VI67,ENSMUST00000229464
121355	ENST00000305879,ENST00000546931,ENST00000552397,Q8WW33	74174	ENSMUST00000136480,ENSMUST00000023129,ENSMUST00000147389,ENSMUST00000153930,Q9DAN6
121441	ENST00000266742,ENST00000557644,ENST00000411739,Q8NHV4,Q8NHV4-2,ENST00000429527,Q8NHV4-3	17997	P33215,ENSMUST00000020163,P33215-2
121457	Q70UQ0,ENST00000299157,ENST00000342502,Q70UQ0-3,ENST00000393042,Q70UQ0-4,Q70UQ0-2	67454	ENSMUST00000020149,Q9DBZ1,Q9DBZ1-2,ENSMUST00000020150
121506	Q96DN0,ENST00000266397,ENST00000540097	69187	Q9D8U3,ENSMUST00000032343
121512	ENST00000427716,Q96M96,ENST00000546442,Q96M96-3,ENST00000472289,ENST00000525053,Q96M96-2,ENST00000534526,ENST00000531134	224014	ENSMUST00000069284,Q91ZT5-4,ENSMUST00000161861,Q91ZT5-2,Q91ZT5-3,Q91ZT5
121536	ENST00000266508,ENST00000360995,ENST00000541908,Q6ZN18-3,Q6ZN18-2,ENST00000398864,Q6ZN18	11569	Q9Z248-4,ENSMUST00000095350,Q9Z248,ENSMUST00000160836,Q9Z248-3,Q9Z248-2,ENSMUST00000087614,ENSMUST00000161335,Q9Z248-5,ENSMUST00000032359
121551	A6QL63-2,ENST00000357167,A6QL63,ENST00000420571,ENST00000280758,A6QL63-3,A6QL63-5,A6QL63-4	74007	Q6GQW0-3,Q6GQW0-2,Q6GQW0-4,ENSMUST00000105307,ENSMUST00000105306,ENSMUST00000020231,Q6GQW0
121599	Q8N5J4,ENST00000551346	20728	Q6P3D7,ENSMUST00000004473,Q6P3D7-2
121601	Q32M45-2,Q32M45-3,ENST00000644049,Q32M45,ENST00000392977,ENST00000392979	320091	ENSMUST00000182462,Q8C5H1,Q8C5H1-3,Q8C5H1-2,ENSMUST00000182341
121642	ENST00000343075,ENST00000440112,ENST00000619381,Q6NS38,Q6NS38-2	231642	Q6P6J4,ENSMUST00000053657,ENSMUST00000112279
121643	Q96NZ1-3,Q96NZ1-2,Q96NZ1,ENST00000299162	116810	ENSMUST00000044790,Q8K3Q3
121665	Q8TCT6-3,ENST00000353487,Q8TCT6	74585	ENSMUST00000031530,Q9CUS9
121793	ENST00000283547,Q8N6K0	75528	ENSMUST00000033909,Q9DA77
122042	Q8WXD0-2,Q8WXD0,ENST00000298386,ENST00000380314	140498	ENSMUST00000201612,ENSMUST00000110496,Q91ZZ5,ENSMUST00000065745
122046	Q8N6G2,ENST00000380473	75860	ENSMUST00000201683,ENSMUST00000202920,ENSMUST00000031667,Q0VB26
122060	Q8ND83-3,Q8ND83-4,Q8ND83-2,ENST00000351546,Q8ND83,ENST00000488699,ENST00000358679,ENST00000314070	105439	ENSMUST00000069443,Q68FF7-2,Q68FF7,ENSMUST00000160805
122258	Q96KW9,ENST00000283550	78634	ENSMUST00000010579,ENSMUST00000209428,Q9D2S4
122402	Q8NDG6,Q8NDG6-2,ENST00000409874	74691	ENSMUST00000079009,Q14BI7-2,Q14BI7-3,Q14BI7
122416	Q96BM1,ENST00000560748,ENST00000286918	74251	ENSMUST00000140788,ENSMUST00000128353,Q8BH83,ENSMUST00000135131
122481	Q96M32,ENST00000267584	78801	Q9D2H2,ENSMUST00000040876,Q9D2H2-1
122525	ENST00000325192,Q4W4Y0	217648	ENSMUST00000058135,Q4KL13
122553	Q86SZ2,ENST00000330149,ENST00000347691,Q86SZ2-2	78232	Q9D289,ENSMUST00000217863,ENSMUST00000021380
122616	ENST00000547315,Q96F83	217887	Q8BHN9,ENSMUST00000037014
122618	ENST00000540372,ENST00000649344,Q96BZ4,ENST00000392593	104759	Q8BG07,ENSMUST00000063888,Q8BG07-2
122622	Q8N142-2,ENST00000332972,ENST00000330877,Q8N142	11565	ENSMUST00000021726,P28650,P28650-2
122651	ENST00000553849,Q8TAA1	497113	Q5GAM9
122664	ENST00000530140,P59282,ENST00000481535,ENST00000321760,ENST00000472458	219038	Q0P5Y3,ENSMUST00000008957
122704	Q86TS9,ENST00000355151,ENST00000556840,ENST00000553711,Q86TS9-4,ENST00000397505,ENST00000555345,ENST00000397496,Q86TS9-3,ENST00000432849,Q86TS9-2	68836	Q9D0Y8,ENSMUST00000010550,Q9D0Y8-2
122706	A5LHX3	73902	ENSMUST00000097177,Q8BG41
122769	Q96L50-2,ENST00000318317,ENST00000554869,ENST00000298288,Q96L50,ENST00000540712	69706	ENSMUST00000222520,ENSMUST00000110621
122773	ENST00000359332,Q8N7A1	271005	Q80YG3,ENSMUST00000063445
122786	Q96NE9-2,ENST00000553556,ENST00000344768,Q96NE9-3,Q96NE9,ENST00000395718,ENST00000356218	319710	Q8C0V9,Q8C0V9-3,Q8C0V9-2,ENSMUST00000057859
122809	ENST00000395472,Q8WXH5,ENST00000555846	67296	Q91ZA6,ENSMUST00000065562
122830	Q147X3,Q147X3-2,ENST00000556492	70646	ENSMUST00000153488,Q8CES0,Q8CES0-2
122876	Q86YW7	217674	ENSMUST00000051079,Q812B2
122945	Q6NXP6-2,ENST00000380835,Q6NXP6	71275	ENSMUST00000222480,Q9D3S5
122953	Q8WYK2,ENST00000267569,Q8WYK2-2,ENST00000435893,ENST00000419727	81703	ENSMUST00000171754,P97875,ENSMUST00000177587,ENSMUST00000050687
122961	ENST00000556816,Q86U28,Q86U28-2,ENST00000554924	74316	ENSMUST00000021667,Q9DCB8
123016	ENST00000346301,ENST00000380656,ENST00000622513,ENST00000554686,Q8TAM2,Q8TAM2-2,ENST00000338104,Q8TAM2-3,Q8TAM2-4,Q8TAM2-6	76260	Q8VD72-2,ENSMUST00000079146,ENSMUST00000085109,Q8VD72
123036	ENST00000340892,ENST00000435962,ENST00000556018,Q8N9U0-2,ENST00000360594,Q8N9U0	74413	ENSMUST00000160830,Q91XT6,ENSMUST00000162735
123041	Q8NFF2-4,ENST00000393265,ENST00000532405,Q8NFF2-2,ENST00000531433,Q8NFF2,Q8NFF2-3	238384	Q8CGQ8,ENSMUST00000079020,ENSMUST00000161325,Q8CGQ8-2
123096	Q8N8R3,ENST00000359232,ENST00000555927,Q8N8R3-2,ENST00000556505,Q8N8R3-3,ENST00000554912	214663	ENSMUST00000021693,Q8BL03
123099	ENST00000305631,Q6QHC5	70059	ENSMUST00000167978,Q8R2F2,ENSMUST00000021691,Q8R2F2-2
123103	ENST00000344581,ENST00000636854,A6NCF5	546611	ENSMUST00000164415,ENSMUST00000227271
123169	Q8WVC0,ENST00000315141,ENST00000299601,Q8WVC0-2	235497	Q5XJE5,ENSMUST00000048937,Q5XJE5-2
123207	Q8WUR7-2,Q8WUR7,ENST00000508990,Q8WUR7-3,ENST00000538348,ENST00000304177,ENST00000451195	67290	Q9CRC3,ENSMUST00000026092
123228	ENST00000340912,Q96LD8,ENST00000542035	71599	ENSMUST00000163586,ENSMUST00000051039,Q9D2Z4,ENSMUST00000213257,ENSMUST00000217093
123263	Q96DP5,Q96DP5-2,ENST00000220058	69606	Q9D799,ENSMUST00000074792
123264	ENST00000334287,Q86UW2	330962	Q80WK2,ENSMUST00000065894
123283	ENST00000335968,A2RTX5-2,A2RTX5	272396	Q8BLY2,ENSMUST00000032728
123355	ENST00000561276,ENST00000447360,Q86X40,Q86X40-3,ENST00000301981,Q86X40-2	67867	ENSMUST00000187953,Q3TX51,ENSMUST00000053950,ENSMUST00000032775
123591	ENST00000388942,Q2M3C6,Q2M3C6-2	244886	Q8BZB3-2,ENSMUST00000034862,Q8BZB3
123606	Q7RTP0,ENST00000337435,ENST00000561183,Q7RTP0-2	233280	Q8BHK1,ENSMUST00000052204
123624	Q96MI9,ENST00000441037	244071	Q09M05-3,Q09M05,Q09M05-2,ENSMUST00000156166
123688	ENST00000388988,A2RU49,A2RU49-2,A2RU49-3	235386	Q5U5V2-2,ENSMUST00000039742,Q5U5V2
123720	Q8TF30,ENST00000286760	434204	Q571B6-2,Q571B6,ENSMUST00000165460
123722	A1L4K1-2,ENST00000541889,A1L4K1,ENST00000334574	244091	Q8BZ52,ENSMUST00000042318
123745	Q3MJ16,ENST00000399518,Q3MJ16-2	329502	Q50L42-2,ENSMUST00000090071,Q50L42
123775	ENST00000299578,Q6P387-2,ENST00000378611,Q6P387	69528	ENSMUST00000070577,ENSMUST00000213068,Q8BHB7,Q8BHB7-2
123803	ENST00000624579,Q96AB6,ENST00000622833,ENST00000287706	18203	ENSMUST00000115805,ENSMUST00000023362,ENSMUST00000136618,Q64311
123811	ENST00000575744,ENST00000575073,Q96NB1,ENST00000573396,ENST00000573429,Q96NB1-2,ENST00000255759,ENST00000573968	66086	Q9CZS3,ENSMUST00000023357
123872	ENST00000378553,ENST00000570298,Q8NEP3-3,ENST00000563818,Q8NEP3,Q8NEP3-2	68270	Q9D2H9,ENSMUST00000093100
123879	ENST00000324344,Q8IWE4	233805	Q8K0V2,ENSMUST00000106519,ENSMUST00000059851,ENSMUST00000098080
123904	Q496H8,ENST00000339176,ENST00000576758	234700	ENSMUST00000060167,ENSMUST00000118920,Q8C4W3-2,Q8C4W3
123920	ENST00000424011,Q96MX0-2,ENST00000566756,Q96MX0,ENST00000361909,ENST00000567572,ENST00000564060	68119	Q99LJ5,ENSMUST00000034343
123970	ENST00000299191,Q8WTQ4	330820	ENSMUST00000093342
124044	ENST00000289805,Q8IUW3-2,Q8IUW3	78779	Q8BNN1-2,Q8BNN1,ENSMUST00000098327,ENSMUST00000166768
124045	ENST00000301031,ENST00000579310,ENST00000568929,Q96N06-2,ENST00000611218,Q96N06,ENST00000566204	320869	Q8C624,ENSMUST00000060133
124056	ENST00000356120,ENST00000354249,ENST00000566005,ENST00000397280,Q8NFA2-3,Q8NFA2,Q8NFA2-4,Q8NFA2-2	71893	ENSMUST00000019464,Q8VCM2,Q8VCM2-2
124093	A2IDD5,ENST00000466708,A2IDD5-5,A2IDD5-4,A2IDD5-6,ENST00000345165,A2IDD5-2,A2IDD5-3,ENST00000293889,ENST00000463539	381077	ENSMUST00000095500,D3Z5T1
124152	ENST00000320394,Q8N0W5-2,Q8N0W5-3,Q8N0W5	434232	ENSMUST00000106547
124222	Q8N4S7-2,ENST00000318782,ENST00000293978,ENST00000576565,ENST00000572687,Q8N4S7,Q8N4S7-3	76498	ENSMUST00000024702,Q9JJE4
124245	ENST00000452588,ENST00000301011,Q86VM9	76014	ENSMUST00000017622,Q0P678-2,ENSMUST00000176629,ENSMUST00000093073,Q0P678
124274	Q6DWJ6,ENST00000570682	209776	ENSMUST00000084650,Q80UC8
124359	ENST00000570137,Q8N8U2	75796	ENSMUST00000109102,Q9D5D8
124401	Q6ZW76,ENST00000590193,ENST00000304283,Q6ZW76-2	72615	Q9CZK6,ENSMUST00000023157
124402	ENST00000587615,ENST00000283474,Q8TB05-2,Q8TB05	207740	ENSMUST00000037843,Q6P3B2
124404	Q8IYM1-2,ENST00000396693,Q8IYM1,ENST00000268231	71089	ENSMUST00000170323,ENSMUST00000229321
124446	Q86XT9,ENST00000566848,ENST00000279396,ENST00000414689,ENST00000575829	68742	Q9D123-2,Q9D123,ENSMUST00000032926,ENSMUST00000121532
124454	ENST00000563232,Q5JPH6-2,ENST00000449606,Q5JPH6	67417	Q9CXJ1,ENSMUST00000033159
124460	ENST00000423026,Q7Z614-4,ENST00000300590,ENST00000330943,Q7Z614,Q7Z614-3,Q7Z614-2	71607	ENSMUST00000034087,Q9D2Y5
124491	ENST00000357613,ENST00000561878,ENST00000566980,ENST00000569540,Q8WVE7,ENST00000567796,Q8WVE7-2	66817	ENSMUST00000034431,Q9D342
124512	ENST00000588563,ENST00000341249,ENST00000588822,ENST00000589977,ENST00000586752,Q86XA0,ENST00000615984,ENST00000590964,Q86XA0-2	74319	ENSMUST00000106370,A2AA28
124535	ENST00000323777,Q4G112,Q4G112-2	327992	Q5ND04,ENSMUST00000093956
124540	ENST00000322684,Q96DH6,ENST00000416426,ENST00000284073,Q96DH6-2,Q96DH6-3	76626	Q920Q6-2,ENSMUST00000092794,ENSMUST00000107909,Q920Q6,Q920Q6-3,ENSMUST00000107908
124565	ENST00000288439,Q9HBR0,Q9HBR0-3,Q9HBR0-2	72055	Q5I012-6,ENSMUST00000045402,Q5I012-2,ENSMUST00000103018,ENSMUST00000053692,Q5I012,Q5I012-3,Q5I012-4,ENSMUST00000076697,Q5I012-5
124583	ENST00000591773,Q8WVQ1-2,Q8WVQ1,Q8WVQ1-3,ENST00000392446,ENST00000302345	76025	ENSMUST00000092378,ENSMUST00000164927,ENSMUST00000106287,ENSMUST00000106289,Q8VCF1-2,Q8VCF1,ENSMUST00000106288,Q8VCF1-3
124590	Q495M9,ENST00000614341	16470	ENSMUST00000103037,Q80T11
124599	ENST00000392621,A8K4G0	217304	Q3U497,ENSMUST00000149663
124602	Q2TAC6-3,Q2TAC6-2,Q2TAC6,ENST00000389916	286942	ENSMUST00000084368,Q99PT9
124626	ENST00000348931,ENST00000377940,Q6X784,Q6X784-2	69376	ENSMUST00000017339,ENSMUST00000107511,ENSMUST00000107509,ENSMUST00000081033,Q6X786,Q6X786-3,Q6X786-2
124637	ENST00000332439,Q6P9G0,ENST00000571846,Q6P9G0-2	327951	Q5NCY3,Q5NCY3-2
124641	Q8WZ82,ENST00000572195	246257	Q9D7E3,ENSMUST00000071562
124739	ENST00000574408,Q70EL4-4,ENST00000570827,Q70EL4-2,Q70EL4-3,ENST00000285199,ENST00000570475,Q70EL4	216835	ENSMUST00000021288,ENSMUST00000108677,Q8BUM9-2,Q8BUM9
124773	ENST00000269127,Q86WR6	73634	Q9D979-2,ENSMUST00000018623,Q9D979
124783	Q96LK8,ENST00000331780	328019	ENSMUST00000103076,Q8C5V0
124790	ENST00000592695,Q96MH2,ENST00000591576,ENST00000307275	71059	ENSMUST00000062530,Q3TVI4,ENSMUST00000107037
124801	Q3MHD2-2,Q3MHD2,ENST00000591247,ENST00000585388	268490	Q9D0R8,ENSMUST00000021297
124808	ENST00000315286,Q96MW1-2,ENST00000457422,Q96MW1	52715	Q9CR29-2,Q9CR29,ENSMUST00000092569
124817	ENST00000588408,Q8N815-2,Q8N815,ENST00000588527	68107	Q9D995,ENSMUST00000103107
124842	ENST00000631683,Q6IEE7	270893	Q6IEE6,ENSMUST00000054245
124857	Q8TEU8,ENST00000311378,ENST00000426127	278507	Q7TQN3,ENSMUST00000061469
124872	ENST00000393354,Q8NHY0-2,ENST00000504681,ENST00000300404,Q8NHY0,Q8NHY0-3	14422	ENSMUST00000038343,Q09199
124912	Q8IXA5-2,Q8IXA5,ENST00000394637,ENST00000269053,ENST00000394638	75622	ENSMUST00000103222,Q9D9X8,Q9D9X8-2,ENSMUST00000103223
124925	Q53EL9-4,Q53EL9-2,ENST00000540632,ENST00000317338,Q53EL9,Q53EL9-3	20370	Q7TSK2-3,ENSMUST00000000646,ENSMUST00000093995,Q7TSK2,Q7TSK2-2
124930	Q86YJ7-2,ENST00000487527,Q86YJ7	268445	ENSMUST00000092892,Q5F259-2,Q5F259
124935	ENST00000571650,Q8N370-3,ENST00000301335,Q8N370-2,ENST00000412517,Q8N370-4,Q8N370	215113	Q8CGA3,ENSMUST00000042561,ENSMUST00000169547,ENSMUST00000108433
124936	ENST00000301391,ENST00000575251,Q8WUJ1-3,ENST00000577075,Q8WUJ1	192986	ENSMUST00000079681,Q5SSH8,Q5SSH8-2
124944	Q8IXM2-3,Q8IXM2,Q8IXM2-2,ENST00000552402,ENST00000546495,ENST00000439424	104457	ENSMUST00000021181,ENSMUST00000108576,Q9DCT6-3,Q9DCT6-4,ENSMUST00000108578,Q9DCT6-2,ENSMUST00000102569,ENSMUST00000108579,Q9DCT6
124961	ENST00000318833,Q96NJ6	193043	Q8BLB0,ENSMUST00000060444
124975	ENST00000574154,Q6P531,ENST00000381550,ENST00000301395,Q6P531-2,ENST00000574584	71522	ENSMUST00000076443,Q6PDE7,Q6PDE7-2
124976	ENST00000329078,Q8IVW8	216892	Q91VM4-2,Q91VM4,ENSMUST00000045303
124995	Q7Z7H8-2,ENST00000421763,ENST00000351111,ENST00000290208,Q7Z7H8,ENST00000414011	107732	Q3TBW2,ENSMUST00000001485
